what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.views.showView",1277763199353
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277763209569
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277763216149
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277763219171
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277763228513
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.0.v200904240436,"org.eclipse.wst.xsl.debug.ui",1277763232736
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277763235312
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277763237246
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277763242413
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277763252513
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277763262039
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277763263795
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277763264863
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277763268690
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277763270420
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277763330021
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277763331882
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277763356057
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277763376581
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277764705955
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277764710668
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277764904280
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277764906072
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765138865
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1277765154072
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765175787
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1277765482365
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765482468
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765491989
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765494974
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765497689
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765500729
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765529821
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765595754
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765604056
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765607178
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1277765626652
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765641201
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765648999
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.ui.views.log",1277765649335
started,bundle,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui",1277765649353
opened,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1277765649472
opened,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1277765649532
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1277765649927
opened,view,org.eclipse.mylyn.tasks.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1277765650280
activated,perspective,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.JavaPerspective",1277765650326
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.perspectives.showPerspective",1277765650408
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.perspectives.showPerspective",1277765650408
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765703619
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765708830
executed,command,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui.antShortcut.run",1277765708887
executed,command,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1277765711222
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765717524
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765730316
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765730432
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765732471
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765734382
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765738625
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765738758
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765745448
executed,command,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1277765749527
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765761329
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1277765772311
failed,command,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externalTools.commands.OpenExternalToolsConfigurations",1277765772400
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1277765773266
opened,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.TypeHierarchy",1277765775014
